/sentences,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
2911,984,,,,,"We now own two of these, identical."
2714,985,,,,,I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.
2900,986,,,,,"I enjoy very much my new Toshiba, purchased specifially for attending online schooling."
2177,987,,,,,"Once you go Mac, you can't go back!"
164,988,,,,,"I brought this laptop last friday, and originally it worked fantastic."
39,989,16,negative,combined touch pad and clicker,46,The much lauded combined touch pad and clicker is a nightmare.
3019,990,4,positive,Unibody construction,24,"The Unibody construction is solid, sleek and beautiful."
1517,991,,,,,"They're easy, fun, powerful and will last a long time."
1090,992,,,,,I WANT MY L505-s5988 BACK!
1678,993,,,,,"I let my friend borrow it, and she knows nothing about computers, and she used it with ease."
2469,994,50,positive,value,55,This MacBook is an outstanding product with great value.
2429,995,,,,,"If that is the case for you, I would suggest a pull-behind solution when looking at cases."
1986,996,20,negative,Windows,27,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.
1986,996,95,negative,screen hinges,108,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.
1088,997,30,negative,BATTERY,37,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.
1088,997,70,conflict,STORAGE LIFE,82,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.
1088,997,140,negative,SERVICE,147,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.
678,998,14,positive,storage,21,and plenty of storage with 250 gb(though I will upgrade this and the ram..)
678,998,69,neutral,ram,72,and plenty of storage with 250 gb(though I will upgrade this and the ram..)
417,999,,,,,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times."
625,1000,101,negative,Nvidia chipset,115,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair."
2035,1001,83,neutral,extended warranty,100,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.
636,1002,,,,,I respond that I do not have the old computer...
1808,1003,,,,,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.
1921,1004,0,negative,Programs,8,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me."
1872,1005,30,negative,CHARGE TIME,41,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS
1413,1006,21,negative,size,25,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems."
1413,1006,30,negative,consistancy,41,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems."
369,1007,,,,,I work with kids and they love making short videos on there.
321,1008,,,,,"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet."
2636,1009,4,negative,key bindings,16,"the key bindings take a little getting used to, but have loved the Macbook Pro."
357,1010,0,positive,Keyboard,8,Keyboard is reasonable size.
357,1010,23,positive,size,27,Keyboard is reasonable size.
1230,1011,,,,,Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.
1006,1012,,,,,I'm now trying to decide on another Dell model.
3075,1013,24,positive,10-key,30,I find myself using the 10-key more than I thought I would.
216,1014,,,,,The Macbook is a fantastic laptop.
3045,1015,0,negative,Fan,3,Fan noise: The fan made a constant hissing noise in the background.
3045,1015,15,negative,fan,18,Fan noise: The fan made a constant hissing noise in the background.
1688,1016,,,,,"I believe this is because I was more active than the average user, meaning I average about three ""tabs""."
2098,1017,,,,,Best Buy Rocks!
1877,1018,,,,,A couple things you should know:
129,1019,,,,,"bought the first asus laptop in san francisco, returned it in santa maria, thinking it was just a problem with that computer."
235,1020,4,positive,screen,10,"The screen is bright and clear, the operating system is solid and friendly to a novice."
235,1020,36,positive,operating system,52,"The screen is bright and clear, the operating system is solid and friendly to a novice."
3055,1021,23,positive,processor,32,It has a .1 ghz faster processor and a stock 500gb hard drive.
3055,1021,45,positive,500gb hard drive,61,It has a .1 ghz faster processor and a stock 500gb hard drive.
2865,1022,4,positive,feature,11,The feature are good enough for what I need.
1300,1023,,,,,All the yada-yada.
1197,1024,38,negative,tech support,50,"Finally, the biggest problem has been tech support."
2538,1025,,,,,this laptop is great for work and doing my pictures.
1403,1026,,,,,I had the computer for a full year and it was a new computer.
2676,1027,92,negative,USB output,102,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output."
75,1028,,,,,I love it!
2319,1029,23,neutral,wireless mouse,37,With Windows laptops a wireless mouse is an absolute must.
452,1030,57,positive,size,61,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
452,1030,74,positive,screen,80,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
452,1030,14,neutral,Windows,21,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
452,1030,22,neutral,Linux,27,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
2498,1031,54,neutral,windows disc,66,But if you're willing to pay another 200 dollar for a windows disc.
2515,1032,10,positive,quality,17,Very good quality and well made.
2320,1033,86,positive,touchpad,94,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time."
2051,1034,,,,,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it."
1017,1035,,,,,Two of the times was in one month.
971,1036,,,,,"So needless to day, I'm not happy."
3083,1037,102,neutral,video card,112,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.
