/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/text
11421,96,,,11421:4,"Все было очень вкусно, к кухне нет никаких нареканий."
11421,96,,,11421:5,Ближе к концу нашего ужина пришли музыканты.
11421,96,,,11421:6,Очень понравилась их музыка.
11421,96,,,11421:7,"Красиво, но ненавязчиво. в общем, ресторан отличный."
11421,96,,,11421:8,С удовольствием схожу еще не один раз!
32926,97,RESTAURANT#GENERAL,positive,,
32926,97,SERVICE#GENERAL,positive,,
32926,97,AMBIENCE#GENERAL,positive,,
32926,97,FOOD#QUALITY,positive,,
32926,97,FOOD#STYLE_OPTIONS,positive,,
32926,97,,,32926:0,Праздновали свадьбу 01.11.13. в ресторане Гламур.
32926,97,,,32926:1,Хочу выразить огромную благодарность этому ресторана за самый лучший и важный день в моей жизни.
32926,97,,,32926:2,"В первую очередь хочу поблагодарить администратора Наталью, за отличное и преданное отношение к своему делу."
32926,97,,,32926:3,"При встрече всегда дружелюбна, выслушала все наши пожелания и дала хорошие советы, как было бы еще лучше."
32926,97,,,32926:4,Еще порадовало что можно заказать в ресторане все что вы хотите.
