/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
B00FU83YWS_29_A12BQH3ETKAFX1,123,,,B00FU83YWS_29_A12BQH3ETKAFX1:1,,Heavy gaming is definitely not it's strong point.
B00FU83YWS_29_A12BQH3ETKAFX1,123,,,B00FU83YWS_29_A12BQH3ETKAFX1:2,,The cover is a soft rubber texture without the friction.
B00FU83YWS_29_A12BQH3ETKAFX1,123,,,B00FU83YWS_29_A12BQH3ETKAFX1:3,,Slick design and looks great.
73,124,LAPTOP#OPERATION_PERFORMANCE,negative,,,
73,124,LAPTOP#DESIGN_FEATURES,negative,,,
73,124,SOFTWARE#GENERAL,negative,,,
73,124,LAPTOP#USABILITY,negative,,,
73,124,KEYBOARD#DESIGN_FEATURES,negative,,,
73,124,LAPTOP#GENERAL,negative,,,
73,124,,,73:0,,very very slow laptop.
73,124,,,73:1,,tons of bloatware and junk programs.
73,124,,,73:2,,can't reinstall with standard os cd because of proprietary hardware drivers.
73,124,,,73:3,,keys are all in weird places and is way too large for the way it is designed.
73,124,,,73:4,,lots of extra space but the keyboard is ridiculously small.
333,125,LAPTOP#GENERAL,positive,,,
333,125,LAPTOP#QUALITY,positive,,,
333,125,LAPTOP#PRICE,neutral,,,
333,125,GRAPHICS#QUALITY,positive,,,
333,125,LAPTOP#CONNECTIVITY,positive,,,
333,125,LAPTOP#OPERATION_PERFORMANCE,negative,,,
333,125,MEMORY#DESIGN_FEATURES,neutral,,,
333,125,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative,,,
333,125,,,333:0,,I'm really impressed with the quality and performance for the price of the computer.
333,125,,,333:1,,"Graphics are clean and sharp, internet interfaces are seamless."
333,125,,,333:2,,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM."
333,125,,,333:3,,Sound card is limited though.
356,126,LAPTOP#GENERAL,negative,,,
356,126,LAPTOP#PRICE,positive,,,
356,126,LAPTOP#OPERATION_PERFORMANCE,negative,,,
356,126,MOUSE#OPERATION_PERFORMANCE,negative,,,
356,126,MOUSE#USABILITY,negative,,,
356,126,MOUSE#GENERAL,negative,,,
356,126,LAPTOP#QUALITY,negative,,,
356,126,,,356:0,,was a great deal i will give that.
356,126,,,356:1,,the laptop preformed pretty well.
356,126,,,356:2,,it cant fuction well with lots of webpages open at once.
356,126,,,356:3,,it has times were it freezes for 10 seconds and then starts again.
356,126,,,356:4,,"the mouse on the pad, the left button always sticks."
356,126,,,356:5,,the mouse is way way way to sensitve.
356,126,,,356:6,,i tried turning it done but it did nothing.
356,126,,,356:7,,the mouse jumps around all the time and it clicks stuff i dont want it too.
356,126,,,356:8,,its not bad just VERY VERY annoying.
356,126,,,356:9,,think i would spend little extra to get a better made laptop.
25,127,LAPTOP#OPERATION_PERFORMANCE,negative,,,
25,127,LAPTOP#PRICE,negative,,,
25,127,LAPTOP#QUALITY,negative,,,
25,127,SUPPORT#QUALITY,negative,,,
25,127,LAPTOP#GENERAL,negative,,,
25,127,COMPANY#GENERAL,negative,,,
25,127,,,25:0,,Not working = bad
25,127,,,25:1,,"I spent 2200 dollars on a ""top of the line laptop""."
25,127,,,25:2,,I got the blue screen of death the first month I got it.
25,127,,,25:3,,"1) Payed $2200 for a ""premium"" laptop"
25,127,,,25:4,,2) Blue screen first month
25,127,,,25:5,,3) Horrible customer support-they lost my laptop for a month-got it back 3 months later
25,127,,,25:6,,"4) Laptop still did not work, blue screen within a week..."
25,127,,,25:7,,5) Cut my losses and sold it for parts
25,127,,,25:8,,"Do yourself a favor, this is not a fake story trying to hurt alienware..."
25,127,,,25:9,,"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen..."
25,127,,,25:10,,do a quick search on the internet see if im the only one.
121,128,HARD_DISC#QUALITY,negative,,,
121,128,MOTHERBOARD#QUALITY,negative,,,
121,128,OPTICAL_DRIVES#QUALITY,negative,,,
121,128,SUPPORT#QUALITY,negative,,,
121,128,LAPTOP#QUALITY,negative,,,
121,128,LAPTOP#OPERATION_PERFORMANCE,negative,,,
121,128,HARDWARE#QUALITY,negative,,,
121,128,LAPTOP#GENERAL,negative,,,
121,128,,,121:0,,"This computer was bought because I wanted ""top of the line"", fast, reliable, HA."
121,128,,,121:1,,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap."
121,128,,,121:2,,"It was slow, locked up, and also had hardware replaced after only 2 months!"
121,128,,,121:3,,"So, buyers beware!"
175,129,LAPTOP#GENERAL,positive,,,
175,129,LAPTOP#QUALITY,positive,,,
175,129,LAPTOP#OPERATION_PERFORMANCE,positive,,,
175,129,OS#GENERAL,positive,,,
175,129,SOFTWARE#GENERAL,positive,,,
175,129,,,175:0,,From the moment I opened the box to the present it has been a great joy.
175,129,,,175:1,,"It is always reliable, never bugged and responds well."
175,129,,,175:2,,I love the operating system and the preloaded software.
B00KMRGF28_386_A1QTE23J88FVZX,130,OS#USABILITY,neutral,,,
B00KMRGF28_386_A1QTE23J88FVZX,130,LAPTOP#DESIGN_FEATURES,positive,,,
B00KMRGF28_386_A1QTE23J88FVZX,130,DISPLAY#QUALITY,positive,,,
B00KMRGF28_386_A1QTE23J88FVZX,130,LAPTOP#PRICE,positive,,,
B00KMRGF28_386_A1QTE23J88FVZX,130,LAPTOP#MISCELLANEOUS,positive,,,
B00KMRGF28_386_A1QTE23J88FVZX,130,LAPTOP#GENERAL,positive,,,
B00KMRGF28_386_A1QTE23J88FVZX,130,,,B00KMRGF28_386_A1QTE23J88FVZX:0,,THE 8.1.WAY DIFFERENT THAN MY OTHER COMPUTER SO WE HAVE TO GET USE  TO IT.
B00KMRGF28_386_A1QTE23J88FVZX,130,,,B00KMRGF28_386_A1QTE23J88FVZX:1,,IT IS VERY LIGHT AND THE PICTURE IS NICE  AND THE PRICE WAS AMAZING.
B00KMRGF28_386_A1QTE23J88FVZX,130,,,B00KMRGF28_386_A1QTE23J88FVZX:2,,CAN EVEN READMY KINDLE ON THIS COMPUTER
B00FU83YWS_35_A2OBBREWRCQJX,131,LAPTOP#GENERAL,positive,,,
B00FU83YWS_35_A2OBBREWRCQJX,131,DISPLAY#DESIGN_FEATURES,positive,,,
B00FU83YWS_35_A2OBBREWRCQJX,131,LAPTOP#DESIGN_FEATURES,positive,,,
B00FU83YWS_35_A2OBBREWRCQJX,131,LAPTOP#USABILITY,positive,,,
B00FU83YWS_35_A2OBBREWRCQJX,131,LAPTOP#MISCELLANEOUS,positive,,,
B00FU83YWS_35_A2OBBREWRCQJX,131,,,B00FU83YWS_35_A2OBBREWRCQJX:0,,Great Laptop!
B00FU83YWS_35_A2OBBREWRCQJX,131,,,B00FU83YWS_35_A2OBBREWRCQJX:1,,"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing"
B00D7Z84OY_5_A3PBMQ9JF4Z9RQ,132,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00D7Z84OY_5_A3PBMQ9JF4Z9RQ,132,LAPTOP#GENERAL,positive,,,
B00D7Z84OY_5_A3PBMQ9JF4Z9RQ,132,,,B00D7Z84OY_5_A3PBMQ9JF4Z9RQ:0,,Functions well.
B00D7Z84OY_5_A3PBMQ9JF4Z9RQ,132,,,B00D7Z84OY_5_A3PBMQ9JF4Z9RQ:1,,Does all that was advertised.
280,133,OS#DESIGN_FEATURES,positive,,,
280,133,OS#OPERATION_PERFORMANCE,positive,,,
280,133,BATTERY#OPERATION_PERFORMANCE,neutral,,,
280,133,LAPTOP#GENERAL,positive,,,
280,133,,,280:0,,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system."
280,133,,,280:1,,"still testing the battery life as i thought it would be better, but am very happy with the upgrade."
282,134,LAPTOP#GENERAL,positive,,,
282,134,BATTERY#OPERATION_PERFORMANCE,positive,,,
282,134,LAPTOP#OPERATION_PERFORMANCE,positive,,,
282,134,MEMORY#DESIGN_FEATURES,neutral,,,
282,134,OS#GENERAL,negative,,,
282,134,,,282:0,,"So far, so good!"
282,134,,,282:1,,I've been impressed with the battery life and the performance for such a small amount of memory.
282,134,,,282:2,,I don't understand why only Windows 7 Starter is included.
283,135,DISPLAY#GENERAL,positive,,,
283,135,BATTERY#OPERATION_PERFORMANCE,positive,,,
283,135,LAPTOP#QUALITY,positive,,,
283,135,LAPTOP#GENERAL,positive,,,
283,135,LAPTOP#PRICE,neutral,,,
283,135,MULTIMEDIA_DEVICES#QUALITY,neutral,,,
283,135,,,283:0,,"Screen is awesome, battery life is good."
283,135,,,283:1,,Really like the textured surface which shows no fingerprints.
283,135,,,283:2,,Good laptop for the money.
283,135,,,283:3,,"Speakers don't get that loud, but good enough."
363,136,LAPTOP#GENERAL,positive,,,
363,136,LAPTOP#PRICE,neutral,,,
363,136,LAPTOP#OPERATION_PERFORMANCE,positive,,,
363,136,,,363:0,,I am very happy with this laptop.
363,136,,,363:1,,For the price and what I get out of it has exceeded my expectations.
363,136,,,363:2,,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.
340,137,LAPTOP#GENERAL,positive,,,
340,137,LAPTOP#PRICE,neutral,,,
340,137,DISPLAY#GENERAL,positive,,,
340,137,LAPTOP#OPERATION_PERFORMANCE,positive,,,
340,137,MULTIMEDIA_DEVICES#QUALITY,positive,,,
340,137,LAPTOP#USABILITY,positive,,,
340,137,LAPTOP#MISCELLANEOUS,positive,,,
340,137,,,340:0,,Satisfy what I paid for it.
340,137,,,340:1,,Good monitor and performed well.
340,137,,,340:2,,I am using the external speaker- sound is good.
340,137,,,340:3,,Best thing is I can use existing 32 bit old programs.
340,137,,,340:4,,I recommend for word processing and internet users.
93,138,OPTICAL_DRIVES#QUALITY,negative,,,
93,138,SUPPORT#QUALITY,negative,,,
93,138,LAPTOP#GENERAL,negative,,,
93,138,COMPANY#GENERAL,negative,,,
93,138,LAPTOP#QUALITY,negative,,,
93,138,,,93:0,,This is my first Dell I heard their customer service was lacking and that they were working on improving it!
93,138,,,93:1,,I purchased this laptop 9 months ago!
93,138,,,93:2,,The DVD burner broke after burning 3 DVD'd during that time!
93,138,,,93:3,,They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later.
93,138,,,93:4,,I am currently out of town and called to inform them the broken part would be returned when I got back in town.
93,138,,,93:5,,If this is an improvement in Customer Service then I would hate too see what it was before!
93,138,,,93:6,,I spoke to 4 different people and was told they needed to transfer me to a 5th person!
93,138,,,93:7,,Needless to say I told them No and have a nice day and hung up!
93,138,,,93:8,,I can guarantee this will be the last Dell I will ever purchase!
93,138,,,93:9,,Breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!
93,138,,,93:10,,I do not recommend this company or their products!!!!
177,139,LAPTOP#MISCELLANEOUS,positive,,,
177,139,DISPLAY#QUALITY,positive,,,
177,139,BATTERY#OPERATION_PERFORMANCE,positive,,,
177,139,HARD_DISC#DESIGN_FEATURES,positive,,,
177,139,LAPTOP#GENERAL,positive,,,
177,139,,,177:0,,A great computer for light home use and business use.
177,139,,,177:1,,Might not make the avid gamer happy but I don't really think that is what this computer is designed for.
177,139,,,177:2,,"Crisp screen, great battery life, and plenty of storage."
177,139,,,177:3,,Very happy.
294,140,LAPTOP#GENERAL,positive,,,
294,140,OS#USABILITY,neutral,,,
294,140,KEYBOARD#QUALITY,positive,,,
294,140,LAPTOP#OPERATION_PERFORMANCE,positive,,,
294,140,LAPTOP#CONNECTIVITY,positive,,,
294,140,LAPTOP#MISCELLANEOUS,negative,,,
294,140,,,294:0,,"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer."
294,140,,,294:1,,I have only had PCs with Windows before so this takes a little getting use to.
294,140,,,294:2,,The real stand out on this computer is the feel of the keyboard and it's speed.
294,140,,,294:3,,"It is fast booting up , shutting down, and connection with the internet."
294,140,,,294:4,,The one thing I wish it had was a detailed hardcopy manuel.
294,140,,,294:5,,"I think the manual is somewhere on the hard drive, but I rather have a hard copy."
342,141,LAPTOP#GENERAL,positive,,,
342,141,OS#GENERAL,positive,,,
342,141,LAPTOP#OPERATION_PERFORMANCE,positive,,,
342,141,LAPTOP#USABILITY,positive,,,
342,141,LAPTOP#CONNECTIVITY,positive,,,
342,141,BATTERY#OPERATION_PERFORMANCE,positive,,,
342,141,,,342:0,,This laptop meets every expectation and Windows 7 is great!
342,141,,,342:1,,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network."
342,141,,,342:2,,It's even easy to hook up to other wireless networks.
342,141,,,342:3,,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.
342,141,,,342:4,,I don't use my laptop in a way though that needs a long battery life so it's perfect for me.
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,LAPTOP#GENERAL,positive,,,
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,OS#USABILITY,neutral,,,
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,SOFTWARE#GENERAL,conflict,,,
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,LAPTOP#DESIGN_FEATURES,conflict,,,
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,SOFTWARE#MISCELLANEOUS,negative,,,
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,LAPTOP#QUALITY,positive,,,
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,DISPLAY#QUALITY,positive,,,
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:0,,"This is going to be random and unorganized, but here are my thoughts on the laptop:So far so good after a month."
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:1,,"It took some getting used to on the Widows 8.1, after being an XP user for many years."
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:2,,Everything seems to be running smoothly.
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:3,,Only downfall is the preloaded McAfee and other software.
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:4,,"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login."
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:5,,"Device is light weight, quiet during operation and produces little to no heat."
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:6,,It has a quick start up and shut down time.
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:7,,The display is good quality.
B00KMRGF28_145_A1X3Y4R5C1S4JH,142,,,B00KMRGF28_145_A1X3Y4R5C1S4JH:8,,Just wish there were more USB ports.
B00KMRGF28_96_A17B83D5U1E5W2,143,LAPTOP#GENERAL,positive,,,
B00KMRGF28_96_A17B83D5U1E5W2,143,LAPTOP#MISCELLANEOUS,conflict,,,
B00KMRGF28_96_A17B83D5U1E5W2,143,LAPTOP#OPERATION_PERFORMANCE,neutral,,,
B00KMRGF28_96_A17B83D5U1E5W2,143,LAPTOP#DESIGN_FEATURES,positive,,,
B00KMRGF28_96_A17B83D5U1E5W2,143,LAPTOP#PORTABILITY,positive,,,
B00KMRGF28_96_A17B83D5U1E5W2,143,,,B00KMRGF28_96_A17B83D5U1E5W2:0,,It's so damn good I bought 2 :D
B00KMRGF28_96_A17B83D5U1E5W2,143,,,B00KMRGF28_96_A17B83D5U1E5W2:1,,"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you."
B00KMRGF28_96_A17B83D5U1E5W2,143,,,B00KMRGF28_96_A17B83D5U1E5W2:2,,Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.
B00KMRGF28_96_A17B83D5U1E5W2,143,,,B00KMRGF28_96_A17B83D5U1E5W2:3,,It's extremely light weight and slim because of the lack of an optical drive (who uses those anymore anyways) so it easily fits into any college students bag.
B00KMRGF28_96_A17B83D5U1E5W2,143,,,B00KMRGF28_96_A17B83D5U1E5W2:4,,I would recommend this to anyone who doesn't need much out of a computer.
B00KMRGF28_96_A17B83D5U1E5W2,143,,,B00KMRGF28_96_A17B83D5U1E5W2:5,,Bought a spare one for college and one for my mom :D
B00KMRGF28_96_A17B83D5U1E5W2,143,,,B00KMRGF28_96_A17B83D5U1E5W2:6,,Happy shopping guys
B00KMRGF28_176_A7M27ZVQA4N2X,144,LAPTOP#PRICE,positive,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,CPU#DESIGN_FEATURES,neutral,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,LAPTOP#MISCELLANEOUS,conflict,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,DISPLAY#GENERAL,positive,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,LAPTOP#DESIGN_FEATURES,positive,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,LAPTOP#QUALITY,positive,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,LAPTOP#GENERAL,positive,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,SOFTWARE#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,LAPTOP#CONNECTIVITY,positive,,,
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:0,,This is a great bargain.
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:1,,"Yes, it's running and old type processor so, hey, don't even try gaming on it."
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:2,,"But, if you are just an average user, it works really great."
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:3,,"The screen is good, the whole things is very light and doesn't run hot."
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:4,,"I'm very happy with it, typing on it right now and it is fast enough for that!"
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:5,,I like everything about this laptop.
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:6,,It has no way of connecting to the internet save wifi but that's all I use anyway!
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:7,,I put that free app on for word processing and it works like a charm.
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:8,,"I plugged it into my existing printers and it just worked, no fuss no muss."
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:9,,It immediately recognized the printer and was ready to go.
B00KMRGF28_176_A7M27ZVQA4N2X,144,,,B00KMRGF28_176_A7M27ZVQA4N2X:10,,Excellent buy.
B00KMRGF28_278_ARETX4KDPRVUN,145,LAPTOP#GENERAL,positive,,,
B00KMRGF28_278_ARETX4KDPRVUN,145,LAPTOP#MISCELLANEOUS,conflict,,,
B00KMRGF28_278_ARETX4KDPRVUN,145,LAPTOP#QUALITY,positive,,,
B00KMRGF28_278_ARETX4KDPRVUN,145,LAPTOP#PRICE,positive,,,
B00KMRGF28_278_ARETX4KDPRVUN,145,,,B00KMRGF28_278_ARETX4KDPRVUN:0,,Pretty good laptop.
B00KMRGF28_278_ARETX4KDPRVUN,145,,,B00KMRGF28_278_ARETX4KDPRVUN:1,,Good for basic stuff.
B00KMRGF28_278_ARETX4KDPRVUN,145,,,B00KMRGF28_278_ARETX4KDPRVUN:2,,Don't try to use to play any pc games or anything.
B00KMRGF28_278_ARETX4KDPRVUN,145,,,B00KMRGF28_278_ARETX4KDPRVUN:3,,Just for simple web browsing and media streaming.
B00KMRGF28_278_ARETX4KDPRVUN,145,,,B00KMRGF28_278_ARETX4KDPRVUN:4,,Pretty premium feel for the low price.
B00KMRGF28_163_A2D8S1LRNDVO7T,146,LAPTOP#GENERAL,positive,,,
B00KMRGF28_163_A2D8S1LRNDVO7T,146,LAPTOP#DESIGN_FEATURES,conflict,,,
B00KMRGF28_163_A2D8S1LRNDVO7T,146,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_163_A2D8S1LRNDVO7T,146,LAPTOP#CONNECTIVITY,negative,,,
B00KMRGF28_163_A2D8S1LRNDVO7T,146,DISPLAY#DESIGN_FEATURES,positive,,,
B00KMRGF28_163_A2D8S1LRNDVO7T,146,,,B00KMRGF28_163_A2D8S1LRNDVO7T:0,,"i'm very happy,this laptop is beatifull, is'nt slow at all."
